,Date,High,Low,Open,Close,Volume,Adj Close
37,1980-05-08,1.054155028,1.041763997,0,1.047959006,1343649.1,0.587808526
38,1980-05-09,1.051057017,1.038665986,0,1.041763997,669807.1,0.584620959
39,1980-05-12,1.051057017,1.041763997,0,1.051057017,141224.1,0.589402771
40,1980-05-13,1.066547012,1.06035099,0,1.06035099,322799.1,0.594185209
41,1980-05-14,1.078937984,1.06035099,0,1.066547012,439813.1,0.597373641
42,1980-05-15,1.072742975,1.06035099,0,1.063449001,72630.1,0.595779574
43,1980-05-16,1.066547012,1.06035099,0,1.06035099,8070.1,0.594185209
44,1980-05-19,1.057252979,1.041763997,0,1.041763997,1428384.1,0.584620959
45,1980-05-20,1.057252979,1.041763997,0,1.051057017,1388034.1,0.589402771
46,1980-05-21,1.063449001,1.054155028,0,1.06035099,371218.1,0.594185209
47,1980-05-22,1.069645023,1.063449001,0,1.069645023,314729.1,0.598968124
48,1980-05-23,1.085134006,1.072742975,0,1.078937984,1351719.1,0.603750026
49,1980-05-27,1.066547012,1.06035099,0,1.063449001,229994.1,0.595779574
50,1980-05-28,1.066547012,1.057252979,0,1.066547012,242099.1,0.597373641
51,1980-05-29,1.072742975,1.066547012,0,1.066547012,36315.1,0.597373641
52,1980-05-30,1.066547012,1.06035099,0,1.066547012,3453945.1,0.597373641
53,1980-06-02,1.066547012,1.051057017,0,1.054155028,217889.1,0.590996748
54,1980-06-03,1.057252979,1.047959006,0,1.057252979,2134506.1,0.592591441
55,1980-06-04,1.063449001,1.047959006,0,1.063449001,468058.1,0.595779574
56,1980-06-05,1.069645023,1.06035099,0,1.069645023,1751183.1,0.598968124
57,1980-06-06,1.078937984,1.063449001,0,1.075840986,2469409.1,0.602156377
58,1980-06-09,1.069645023,1.054155028,0,1.06035099,577003.1,0.594185209
59,1980-06-10,1.063449001,1.047959006,0,1.047959006,621387.1,0.587808526
60,1980-06-11,1.057252979,1.041763997,0,1.057252979,819102.1,0.592591441
61,1980-06-12,1.063449001,1.054155028,0,1.054155028,391393.1,0.590996748
62,1980-06-13,1.051057017,1.035567975,0,1.051057017,298589.1,0.589402771
63,1980-06-16,1.054155028,1.044862008,0,1.054155028,141224.1,0.590996748
64,1980-06-17,1.063449001,1.047959006,0,1.063449001,1141900.1,0.595779574
65,1980-06-18,1.057252979,1.047959006,0,1.051057017,1121725.1,0.589402771
66,1980-06-19,1.051057017,1.035567975,0,1.041763997,597177.1,0.584620959
67,1980-06-20,1.041763997,0.998392975,0,1.016980028,1069270.1,0.571866965
68,1980-06-23,1.026274002,1.013882017,0,1.023175991,694017.1,0.575055486
69,1980-06-24,1.054155028,1.029372013,0,1.047959006,3207811.1,0.587808526
70,1980-06-25,1.063449001,1.051057017,0,1.054155028,1492944.1,0.590996748
71,1980-06-26,1.066547012,1.054155028,0,1.057252979,435778.1,0.592591441
72,1980-06-27,1.06035099,1.044862008,0,1.057252979,1371894.1,0.592591441
73,1980-06-30,1.06035099,1.047959006,0,1.047959006,185609.1,0.587808526
74,1980-07-01,1.06035099,1.051057017,0,1.057252979,1359789.1,0.592591441
75,1980-07-02,1.066547012,1.051057017,0,1.066547012,637527.1,0.597373641
76,1980-07-03,1.091330028,1.066547012,0,1.091330028,3514470.1,0.61012677
77,1980-07-07,1.131602979,1.109917974,0,1.131602979,1396104.1,0.630850649
78,1980-07-08,1.165680027,1.147091961,0,1.165680027,1218565.1,0.648386335
79,1980-07-09,1.18426702,1.143995023,0,1.181169009,593142.1,0.656356728
80,1980-07-10,1.162582016,1.122308946,0,1.122308946,1731008.1,0.626068091
81,1980-07-11,1.125406957,1.116113043,0,1.119211054,2106261.1,0.624474084
82,1980-07-14,1.153287983,1.128504968,0,1.153287983,1404174.1,0.642009473
83,1980-07-15,1.18426702,1.162582016,0,1.181169009,1892407.1,0.656356728
84,1980-07-16,1.181169009,1.165680027,0,1.165680027,508408.1,0.648386335
85,1980-07-17,1.199756956,1.171876049,0,1.193561053,629457.1,0.662733591
86,1980-07-18,1.202854967,1.190463042,0,1.202854967,2400815.1,0.667516327
87,1980-07-21,1.209050989,1.202854967,0,1.205952978,669807.1,0.669110692
88,1980-07-22,1.209050989,1.187365031,0,1.190463042,512443.1,0.661139643
89,1980-07-23,1.199756956,1.190463042,0,1.193561053,181574.1,0.662733591
90,1980-07-24,1.202854967,1.187365031,0,1.199756956,802962.1,0.665922022
91,1980-07-25,1.205952978,1.18426702,0,1.205952978,189644.1,0.669110692
92,1980-07-28,1.209050989,1.199756956,0,1.199756956,762612.1,0.665922022
93,1980-07-29,1.199756956,1.190463042,0,1.193561053,597177.1,0.662733591
94,1980-07-30,1.202854967,1.193561053,0,1.196658945,326834.1,0.664327896
95,1980-07-31,1.202854967,1.187365031,0,1.193561053,1585748.1,0.662733591
96,1980-08-01,1.209050989,1.190463042,0,1.209050989,1258915.1,0.670704401
97,1980-08-04,1.230735993,1.199756956,0,1.230735993,419638.1,0.681863523
98,1980-08-05,1.283400035,1.246224976,0,1.280302024,1279090.1,0.707369721
99,1980-08-06,1.323672986,1.252420998,0,1.277204967,1759253.1,0.705775654
100,1980-08-07,1.301987982,1.289596057,0,1.298889971,1613993.1,0.716934657
101,1980-08-08,1.308184004,1.274106956,0,1.283400035,689982.1,0.708963966
102,1980-08-11,1.277204967,1.243128037,0,1.252420998,496303.1,0.693022287
103,1980-08-12,1.252420998,1.240030026,0,1.246224976,806997.1,0.689833975
104,1980-08-13,1.249322987,1.230735993,0,1.240030026,330869.1,0.68664608
105,1980-08-14,1.249322987,1.240030026,0,1.249322987,516478.1,0.691428161
106,1980-08-15,1.25861702,1.246224976,0,1.25861702,407533.1,0.696210778
107,1980-08-18,1.261715031,1.240030026,0,1.240030026,540688.1,0.68664608
108,1980-08-19,1.261715031,1.240030026,0,1.261715031,516478.1,0.697805023
109,1980-08-20,1.252420998,1.246224976,0,1.246224976,229994.1,0.689833975
110,1980-08-21,1.289596057,1.255519009,0,1.289596057,685947.1,0.712151802
111,1980-08-22,1.351554012,1.308184004,0,1.348456001,932081.1,0.742441154
112,1980-08-25,1.370141959,1.329869008,0,1.332967019,601212.1,0.734470463
113,1980-08-26,1.332967019,1.311280942,0,1.314378953,2832558.1,0.724905348
114,1980-08-27,1.314378953,1.305085993,0,1.308184004,108945.1,0.721717453
115,1980-08-28,1.326770997,1.308184004,0,1.314378953,504373.1,0.724905348
116,1980-08-29,1.314378953,1.298889971,0,1.298889971,64560.1,0.716934657
117,1980-09-02,1.311280942,1.298889971,0,1.298889971,1113655.1,0.716934657
118,1980-09-03,1.329869008,1.314378953,0,1.326770997,1202425.1,0.731281734
119,1980-09-04,1.332967019,1.314378953,0,1.323672986,597177.1,0.729687965
120,1980-09-05,1.33606503,1.326770997,0,1.329869008,347009.1,0.732876337
121,1980-09-08,1.348456001,1.326770997,0,1.329869008,924011.1,0.732876337
122,1980-09-09,1.332967019,1.320574975,0,1.320574975,1093480.1,0.728093541
123,1980-09-10,1.348456001,1.320574975,0,1.326770997,274379.1,0.731281734
124,1980-09-11,1.326770997,1.308184004,0,1.311280942,205784.1,0.723311162
125,1980-09-12,1.314378953,1.280302024,0,1.289596057,459988.1,0.712151802
126,1980-09-15,1.29579196,1.277204967,0,1.29579196,407533.1,0.715340054
127,1980-09-16,1.29579196,1.283400035,0,1.289596057,431743.1,0.712151802
128,1980-09-17,1.29579196,1.283400035,0,1.289596057,229994.1,0.712151802
129,1980-09-18,1.320574975,1.298889971,0,1.314378953,1065235.1,0.724905348
130,1980-09-19,1.348456001,1.301987982,0,1.342261052,407533.1,0.739252663
131,1980-09-22,1.339163041,1.314378953,0,1.332967019,484198.1,0.734470463
132,1980-09-23,1.385630941,1.339163041,0,1.357750034,694017.1,0.747223115
133,1980-09-24,1.379435039,1.329869008,0,1.379435039,698052.1,0.758381999
134,1980-09-25,1.370141959,1.354652023,0,1.363946056,500338.1,0.750412023
135,1980-09-26,1.34535799,1.29579196,0,1.298889971,581038.1,0.716934657
136,1980-09-29,1.286498046,1.25861702,0,1.277204967,653667.1,0.705775654
137,1980-09-30,1.271008945,1.255519009,0,1.267911053,108945.1,0.700993454
138,1980-10-01,1.289596057,1.264813042,0,1.271008945,3776744.1,0.702587402
139,1980-10-02,1.264813042,1.227637982,0,1.233834004,395428.1,0.68345753
140,1980-10-03,1.246224976,1.233834004,0,1.236932015,661737.1,0.685052073
141,1980-10-06,1.252420998,1.236932015,0,1.252420998,936116.1,0.693022287
142,1980-10-07,1.301987982,1.252420998,0,1.301987982,1722938.1,0.718528724
143,1980-10-08,1.357750034,1.308184004,0,1.326770997,726297.1,0.731281734
144,1980-10-09,1.351554012,1.326770997,0,1.332967019,468058.1,0.734470463
145,1980-10-10,1.351554012,1.326770997,0,1.351554012,2231346.1,0.744034803
146,1980-10-13,1.339163041,1.317476964,0,1.323672986,141224.1,0.729687965
147,1980-10-14,1.33606503,1.323672986,0,1.33606503,423673.1,0.736064827
148,1980-10-15,1.33606503,1.289596057,0,1.289596057,577003.1,0.712151802
149,1980-10-16,1.298889971,1.280302024,0,1.289596057,492268.1,0.712151802
150,1980-10-17,1.308184004,1.289596057,0,1.308184004,197714.1,0.721717453
151,1980-10-20,1.326770997,1.301987982,0,1.326770997,1589783.1,0.731281734
152,1980-10-21,1.33606503,1.314378953,0,1.314378953,790857.1,0.724905348
153,1980-10-22,1.326770997,1.314378953,0,1.314378953,153329.1,0.724905348
154,1980-10-23,1.329869008,1.308184004,0,1.314378953,3292546.1,0.724905348
155,1980-10-24,1.314378953,1.311280942,0,1.314378953,40350.1,0.724905348
156,1980-10-27,1.308184004,1.289596057,0,1.289596057,1323474.1,0.712151802
157,1980-10-28,1.292693949,1.264813042,0,1.264813042,492268.1,0.699399328
158,1980-10-29,1.289596057,1.25861702,0,1.274106956,185609.1,0.704181707
159,1980-10-30,1.280302024,1.255519009,0,1.271008945,637527.1,0.702587402
160,1980-10-31,1.289596057,1.271008945,0,1.289596057,125084.1,0.712151802
161,1980-11-03,1.298889971,1.271008945,0,1.283400035,956291.1,0.708963966
162,1980-11-05,1.351554012,1.314378953,0,1.320574975,577003.1,0.728093541
163,1980-11-06,1.332967019,1.29579196,0,1.29579196,1303299.1,0.715340054
164,1980-11-07,1.301987982,1.283400035,0,1.29579196,597177.1,0.715340054
165,1980-11-10,1.308184004,1.292693949,0,1.308184004,225959.1,0.721717453
166,1980-11-11,1.308184004,1.301987982,0,1.305085993,568933.1,0.720123148
167,1980-11-12,1.320574975,1.308184004,0,1.320574975,141224.1,0.728093541
168,1980-11-13,1.357750034,1.332967019,0,1.357750034,1149970.1,0.747223115
169,1980-11-14,1.413511968,1.367043948,0,1.388728952,798927.1,0.763164556
170,1980-11-17,1.394924974,1.339163041,0,1.363946056,1597853.1,0.750412023
171,1980-11-18,1.398022985,1.363946056,0,1.394924974,726297.1,0.766353106
172,1980-11-19,1.401120996,1.363946056,0,1.363946056,948221.1,0.750412023
173,1980-11-20,1.363946056,1.339163041,0,1.339163041,342974.1,0.737658834
174,1980-11-21,1.33606503,1.320574975,0,1.320574975,205784.1,0.728093541
175,1980-11-24,1.314378953,1.289596057,0,1.308184004,794892.1,0.721717453
176,1980-11-25,1.301987982,1.289596057,0,1.29579196,730332.1,0.715340054
177,1980-11-26,1.301987982,1.289596057,0,1.301987982,996641.1,0.718528724
178,1980-11-28,1.305085993,1.29579196,0,1.301987982,1158040.1,0.718528724
179,1980-12-01,1.308184004,1.29579196,0,1.301987982,117015.1,0.718528724
180,1980-12-02,1.308184004,1.298889971,0,1.308184004,270344.1,0.721717453
181,1980-12-03,1.305085993,1.283400035,0,1.289596057,992606.1,0.712151802
182,1980-12-04,1.289596057,1.267911053,0,1.280302024,1166110.1,0.707369721
183,1980-12-05,1.271008945,1.240030026,0,1.240030026,520513.1,0.68664608
184,1980-12-08,1.230735993,1.202854967,0,1.209050989,544723.1,0.670704401
185,1980-12-09,1.22144196,1.202854967,0,1.215246058,2235380.1,0.673892295
186,1980-12-10,1.22144196,1.196658945,0,1.196658945,1488909.1,0.664327896
187,1980-12-11,1.202854967,1.18426702,0,1.18426702,496303.1,0.657950675
188,1980-12-12,1.202854967,1.18426702,0,1.196658945,2324150.1,0.664327896
189,1980-12-15,1.209050989,1.196658945,0,1.202854967,936116.1,0.667516327
190,1980-12-16,1.215246058,1.202854967,0,1.215246058,758577.1,0.673892295
191,1980-12-17,1.233834004,1.22144196,0,1.233834004,859451.1,0.68345753
192,1980-12-18,1.236932015,1.227637982,0,1.227637982,1024886.1,0.680269217
193,1980-12-19,1.25861702,1.209050989,0,1.25861702,1117690.1,0.696210778
194,1980-12-22,1.271008945,1.252420998,0,1.264813042,536653.1,0.699399328
195,1980-12-23,1.271008945,1.240030026,0,1.255519009,540688.1,0.694616771
196,1980-12-24,1.274106956,1.249322987,0,1.274106956,928046.1,0.704181707
197,1980-12-26,1.289596057,1.277204967,0,1.289596057,48420.1,0.712151802
198,1980-12-29,1.308184004,1.29579196,0,1.308184004,2481514.1,0.721717453
199,1980-12-30,1.326770997,1.301987982,0,1.320574975,839276.1,0.728093541
200,1980-12-31,1.339163041,1.314378953,0,1.326770997,500338.1,0.731281734
201,1981-01-02,1.339163041,1.320574975,0,1.339163041,185609.1,0.737658834
202,1981-01-05,1.351554012,1.326770997,0,1.34535799,589107.1,0.740846789
203,1981-01-06,1.348456001,1.33606503,0,1.339163041,722262.1,0.737658834
204,1981-01-07,1.323672986,1.305085993,0,1.323672986,1509084.1,0.729687965
205,1981-01-08,1.332967019,1.301987982,0,1.320574975,1670483.1,0.728093541
206,1981-01-09,1.317476964,1.301987982,0,1.317476964,738402.1,0.726499236
207,1981-01-12,1.317476964,1.286498046,0,1.308184004,802962.1,0.721717453
208,1981-01-13,1.308184004,1.292693949,0,1.298889971,153329.1,0.716934657
209,1981-01-14,1.320574975,1.301987982,0,1.314378953,633492.1,0.724905348
210,1981-01-15,1.323672986,1.308184004,0,1.308184004,72630.1,0.721717453
211,1981-01-16,1.314378953,1.29579196,0,1.308184004,266309.1,0.721717453
212,1981-01-19,1.326770997,1.301987982,0,1.326770997,730332.1,0.731281734
213,1981-01-20,1.320574975,1.29579196,0,1.301987982,100875.1,0.718528724
214,1981-01-21,1.289596057,1.25861702,0,1.264813042,355078.1,0.699399328
215,1981-01-22,1.274106956,1.271008945,0,1.274106956,633492.1,0.704181707
216,1981-01-23,1.289596057,1.267911053,0,1.280302024,859451.1,0.707369721
217,1981-01-26,1.280302024,1.277204967,0,1.280302024,177539.1,0.707369721
218,1981-01-27,1.301987982,1.286498046,0,1.289596057,1440489.1,0.712151802
219,1981-01-28,1.286498046,1.277204967,0,1.277204967,221924.1,0.705775654
220,1981-01-29,1.280302024,1.271008945,0,1.271008945,694017.1,0.702587402
221,1981-01-30,1.289596057,1.277204967,0,1.280302024,379288.1,0.707369721
222,1981-02-02,1.289596057,1.277204967,0,1.289596057,201749.1,0.712151802
223,1981-02-03,1.289596057,1.283400035,0,1.289596057,205784.1,0.712151802
224,1981-02-04,1.308184004,1.292693949,0,1.292693949,318764.1,0.713746345
225,1981-02-05,1.320574975,1.298889971,0,1.320574975,1238740.1,0.728093541
226,1981-02-06,1.320574975,1.301987982,0,1.314378953,238064.1,0.724905348
227,1981-02-09,1.320574975,1.289596057,0,1.289596057,108945.1,0.712151802
228,1981-02-10,1.289596057,1.283400035,0,1.283400035,104910.1,0.708963966
229,1981-02-11,1.298889971,1.280302024,0,1.280302024,117015.1,0.707369721
230,1981-02-12,1.280302024,1.277204967,0,1.277204967,56490.1,0.705775654
231,1981-02-13,1.280302024,1.267911053,0,1.267911053,161399.1,0.700993454
232,1981-02-17,1.274106956,1.264813042,0,1.267911053,468058.1,0.700993454
233,1981-02-18,1.29579196,1.267911053,0,1.29579196,415603.1,0.715340054
234,1981-02-19,1.314378953,1.301987982,0,1.308184004,859451.1,0.721717453
235,1981-02-20,1.308184004,1.29579196,0,1.308184004,794892.1,0.721717453
236,1981-02-23,1.311280942,1.301987982,0,1.308184004,459988.1,0.721717453
237,1981-02-24,1.320574975,1.308184004,0,1.320574975,330869.1,0.728093541
238,1981-02-25,1.320574975,1.286498046,0,1.301987982,1545398.1,0.718528724
239,1981-02-26,1.351554012,1.323672986,0,1.34535799,4684615.1,0.740846789
240,1981-02-27,1.357750034,1.329869008,0,1.339163041,593142.1,0.737658834
241,1981-03-02,1.363946056,1.332967019,0,1.363946056,585073.1,0.750412023
242,1981-03-03,1.376337981,1.357750034,0,1.367043948,367183.1,0.752006149
243,1981-03-04,1.376337981,1.357750034,0,1.357750034,306659.1,0.747223115
244,1981-03-05,1.360848045,1.339163041,0,1.339163041,173504.1,0.737658834
245,1981-03-06,1.348456001,1.332967019,0,1.348456001,282449.1,0.742441154
246,1981-03-09,1.394924974,1.351554012,0,1.376337981,415603.1,0.756788647
247,1981-03-10,1.38253305,1.357750034,0,1.357750034,1956967.1,0.747223115
248,1981-03-11,1.376337981,1.354652023,0,1.376337981,1283125.1,0.756788647
249,1981-03-12,1.38253305,1.354652023,0,1.38253305,2303975.1,0.759976423
250,1981-03-13,1.394924974,1.38253305,0,1.388728952,633492.1,0.763164556
251,1981-03-16,1.401120996,1.379435039,0,1.385630941,217889.1,0.761570787
252,1981-03-17,1.38253305,1.363946056,0,1.370141959,758577.1,0.753599858
253,1981-03-18,1.394924974,1.376337981,0,1.388728952,383323.1,0.763164556
254,1981-03-19,1.41970799,1.394924974,0,1.41970799,552793.1,0.779106236
255,1981-03-20,1.41970799,1.394924974,0,1.394924974,2106261.1,0.766353106
256,1981-03-23,1.413511968,1.401120996,0,1.407317019,544723.1,0.772729969
257,1981-03-24,1.444491005,1.401120996,0,1.444491005,581038.1,0.791859245
258,1981-03-25,1.444491005,1.429002023,0,1.438296056,342974.1,0.78867147
259,1981-03-26,1.469274974,1.438296056,0,1.450687027,2412920.1,0.795047855
260,1981-03-27,1.463078952,1.438296056,0,1.444491005,125084.1,0.791859245
261,1981-03-30,1.453785038,1.438296056,0,1.453785038,677877.1,0.796641862
262,1981-03-31,1.500254011,1.478568053,0,1.494057989,548758.1,0.817365801
263,1981-04-01,1.512644982,1.487861967,0,1.506450033,742437.1,0.8237432
264,1981-04-02,1.500254011,1.475470996,0,1.481665945,669807.1,0.810989058
265,1981-04-03,1.481665945,1.469274974,0,1.469274974,2021526.1,0.804612851
266,1981-04-06,1.475470996,1.469274974,0,1.469274974,80700.1,0.804612851
267,1981-04-07,1.500254011,1.475470996,0,1.500254011,205784.1,0.82055459
268,1981-04-08,1.500254011,1.494057989,0,1.497156,496303.1,0.818960047
269,1981-04-09,1.518841004,1.506450033,0,1.518841004,964361.1,0.83011905
270,1981-04-10,1.562211967,1.518841004,0,1.546722031,1823812.1,0.844466066
271,1981-04-13,1.54362402,1.531233048,0,1.531233048,532618.1,0.83649627
272,1981-04-14,1.556015944,1.531233048,0,1.552918053,568933.1,0.847654617
273,1981-04-15,1.562211967,1.546722031,0,1.556015944,161399.1,0.849248862
274,1981-04-16,1.577700949,1.571506,0,1.577700949,1432419.1,0.860407507
275,1981-04-20,1.574604011,1.562211967,0,1.562211967,205784.1,0.852437234
276,1981-04-21,1.577700949,1.562211967,0,1.577700949,246134.1,0.860407507
277,1981-04-22,1.593191004,1.568407989,0,1.593191004,314729.1,0.868378973
278,1981-04-23,1.655148959,1.599387026,0,1.652050948,2303975.1,0.898666954
279,1981-04-24,1.673737025,1.655148959,0,1.670639014,669807.1,0.908232427
280,1981-04-27,1.670639014,1.652050948,0,1.652050948,899801.1,0.898666954
281,1981-04-28,1.652050948,1.614876008,0,1.617974019,1162075.1,0.881131923
282,1981-04-29,1.599387026,1.568407989,0,1.568407989,468058.1,0.855625606
283,1981-04-30,1.661344981,1.586994982,0,1.661344981,843311.1,0.90344975
284,1981-05-01,1.661344981,1.630365944,0,1.630365944,625422.1,0.887508726
285,1981-05-04,1.617974019,1.596289015,0,1.605583048,815067.1,0.874755418
286,1981-05-05,1.593191004,1.562211967,0,1.58079896,919976.1,0.862001574
287,1981-05-06,1.596289015,1.559113955,0,1.559113955,1089445.1,0.850843048
288,1981-05-07,1.568407989,1.531233048,0,1.552918053,476128.1,0.847654617
289,1981-05-08,1.556015944,1.54362402,0,1.54362402,3909898.1,0.842872357
290,1981-05-11,1.537428951,1.518841004,0,1.531233048,217889.1,0.83649627
291,1981-05-12,1.531233048,1.506450033,0,1.515742993,1428384.1,0.828524804
292,1981-05-13,1.537428951,1.506450033,0,1.537428951,472093.1,0.839683568
293,1981-05-14,1.537428951,1.512644982,0,1.512644982,714192.1,0.826930618
294,1981-05-15,1.549820042,1.518841004,0,1.549820042,7597873.1,0.846060431
295,1981-05-18,1.565309978,1.546722031,0,1.546722031,629457.1,0.844466066
296,1981-05-19,1.549820042,1.54362402,0,1.54362402,2263625.1,0.842872357
297,1981-05-20,1.549820042,1.537428951,0,1.549820042,435778.1,0.846060431
298,1981-05-21,1.574604011,1.562211967,0,1.574604011,915941.1,0.858813739
299,1981-05-22,1.58079896,1.562211967,0,1.562211967,1190320.1,0.852437234
300,1981-05-26,1.574604011,1.556015944,0,1.568407989,1202425.1,0.855625606
301,1981-05-27,1.568407989,1.54362402,0,1.556015944,1462681.1,0.849248862
302,1981-05-28,1.568407989,1.549820042,0,1.549820042,794892.1,0.846060431
303,1981-05-29,1.562211967,1.549820042,0,1.549820042,314729.1,0.846060431
304,1981-06-01,1.58079896,1.556015944,0,1.58079896,1079358.1,0.862001574
305,1981-06-02,1.599387026,1.574604011,0,1.574604011,629457.1,0.858813739
306,1981-06-03,1.673737025,1.574604011,0,1.673737025,982518.1,0.909826195
307,1981-06-04,1.661344981,1.611777997,0,1.636561966,738402.1,0.890696621
308,1981-06-05,1.624170041,1.599387026,0,1.599387026,2316080.1,0.871566689
309,1981-06-08,1.630365944,1.599387026,0,1.611777997,780769.1,0.877943134
310,1981-06-09,1.624170041,1.611777997,0,1.611777997,1198390.1,0.877943134
311,1981-06-10,1.617974019,1.586994982,0,1.605583048,946203.1,0.874755418
312,1981-06-11,1.605583048,1.586994982,0,1.586994982,552793.1,0.865190244
313,1981-06-12,1.599387026,1.574604011,0,1.58079896,318764.1,0.862001574
314,1981-06-15,1.574604011,1.556015944,0,1.574604011,221924.1,0.858813739
315,1981-06-16,1.599387026,1.574604011,0,1.574604011,488233.1,0.858813739
316,1981-06-17,1.586994982,1.562211967,0,1.562211967,494285.1,0.852437234
317,1981-06-18,1.568407989,1.549820042,0,1.549820042,369201.1,0.846060431
318,1981-06-19,1.562211967,1.525037026,0,1.562211967,562880.1,0.852437234
319,1981-06-22,1.549820042,1.487861967,0,1.500254011,2473444.1,0.82055459
320,1981-06-23,1.549820042,1.512644982,0,1.549820042,1349702.1,0.846060431
321,1981-06-24,1.556015944,1.525037026,0,1.525037026,742437.1,0.833307302
322,1981-06-25,1.574604011,1.525037026,0,1.54362402,177539.1,0.842872357
323,1981-06-26,1.574604011,1.54362402,0,1.549820042,459988.1,0.846060431
324,1981-06-29,1.549820042,1.512644982,0,1.537428951,671825.1,0.839683568
325,1981-06-30,1.549820042,1.487861967,0,1.500254011,133154.1,0.82055459
326,1981-07-01,1.500254011,1.475470996,0,1.475470996,326834.1,0.807801402
327,1981-07-02,1.487861967,1.438296056,0,1.450687027,1555486.1,0.795047855
328,1981-07-06,1.463078952,1.363946056,0,1.363946056,1577678.1,0.750412023
329,1981-07-07,1.438296056,1.376337981,0,1.41970799,758577.1,0.779106236
330,1981-07-08,1.438296056,1.413511968,0,1.413511968,756559.1,0.775917745
331,1981-07-09,1.425904012,1.407317019,0,1.413511968,100875.1,0.775917745
332,1981-07-10,1.425904012,1.388728952,0,1.388728952,768664.1,0.763164556
333,1981-07-13,1.413511968,1.388728952,0,1.413511968,488233.1,0.775917745
334,1981-07-14,1.413511968,1.388728952,0,1.394924974,445866.1,0.766353106
335,1981-07-15,1.41970799,1.401120996,0,1.413511968,766647.1,0.775917745
336,1981-07-16,1.425904012,1.401120996,0,1.41970799,2180908.1,0.779106236
337,1981-07-17,1.450687027,1.413511968,0,1.450687027,488233.1,0.795047855
338,1981-07-20,1.506450033,1.444491005,0,1.506450033,1077340.1,0.8237432
339,1981-07-21,1.518841004,1.494057989,0,1.506450033,1335579.1,0.8237432
340,1981-07-22,1.525037026,1.487861967,0,1.487861967,1979159.1,0.814177728
341,1981-07-23,1.463078952,1.438296056,0,1.463078952,181574.1,0.80142442
342,1981-07-24,1.512644982,1.444491005,0,1.512644982,149294.1,0.826930618
343,1981-07-27,1.562211967,1.525037026,0,1.525037026,312711.1,0.833307302
344,1981-07-28,1.531233048,1.512644982,0,1.512644982,240081.1,0.826930618
345,1981-07-29,1.518841004,1.500254011,0,1.512644982,877609.1,0.826930618
